1.003235602378845215e+01 1.570109868909809414e+01
1.009635591506958008e+01 0.000000000000000000e+00
1.016035604476928711e+01 6.282530699491273651e+01
1.022435593605041504e+01 6.293700853684813268e+01
1.028835606575012207e+01 0.000000000000000000e+00
1.035235595703125000e+01 0.000000000000000000e+00
1.041635608673095703e+01 0.000000000000000000e+00
1.048035597801208496e+01 0.000000000000000000e+00
1.054435610771179199e+01 3.143299380856002756e+01
1.060835599899291992e+01 3.142331406596252918e+01
1.067235612869262695e+01 1.571338521621667184e+01
1.073635601997375488e+01 3.141265349745636826e+01
1.080035614967346191e+01 6.285828190357507594e+01
1.086435604095458984e+01 4.714889790043373097e+01
1.092835617065429688e+01 3.142765933528498579e+01
1.099235606193542480e+01 1.571155829113513214e+01
1.105635619163513184e+01 7.854076228652012048e+01
1.112035608291625977e+01 3.137904116335866078e+01
1.118435621261596680e+01 3.140278904814413963e+01
1.124835610389709473e+01 4.712963960886170156e+01
1.131235623359680176e+01 1.571886854154822544e+01
1.137635612487792969e+01 3.138120753020492160e+01
1.144035625457763672e+01 0.000000000000000000e+00
1.150435614585876465e+01 0.000000000000000000e+00
1.156835627555847168e+01 4.711380035298552826e+01
1.163235616683959961e+01 9.431765894993588972e+01
1.169635629653930664e+01 4.715141745611689572e+01
1.176035618782043457e+01 1.570395889423562608e+01
1.182435631752014160e+01 3.138160144722397860e+01
1.188835620880126953e+01 1.572262509807930719e+01
1.195235633850097656e+01 1.570395889423562608e+01
1.201635622978210449e+01 0.000000000000000000e+00
1.208035635948181152e+01 0.000000000000000000e+00
1.214435625076293945e+01 3.138524564852396281e+01
1.220835638046264648e+01 1.569700744873103382e+01
1.227235627174377441e+01 0.000000000000000000e+00
1.233635640144348145e+01 0.000000000000000000e+00
1.240035629272460938e+01 3.140515595091378387e+01
1.246435642242431641e+01 4.710862159853542863e+01
1.252835631370544434e+01 0.000000000000000000e+00
1.259235644340515137e+01 3.140367659487244012e+01
1.265635633468627930e+01 3.144871139025165618e+01
1.272035646438598633e+01 1.571550893329001575e+01
1.278435635566711426e+01 0.000000000000000000e+00
1.284835648536682129e+01 1.572079602393156073e+01
1.291235637664794922e+01 3.142054952013457481e+01
1.297635650634765625e+01 3.137717045086464296e+01
1.304035639762878418e+01 1.569543067246110191e+01
1.310435652732849121e+01 3.141156810468121918e+01
1.316835641860961914e+01 4.714208162904020583e+01
1.323235654830932617e+01 9.432092086369937078e+01
1.329635643959045410e+01 4.714311876059153406e+01
1.336035656929016113e+01 1.568814220087161360e+01
1.342435646057128906e+01 0.000000000000000000e+00
1.348835659027099609e+01 6.280893113483338652e+01
1.355235648155212402e+01 7.863018605692388974e+01
1.361635661125183105e+01 1.570543871962004090e+01
1.368035650253295898e+01 6.283596575477767487e+01
1.374435663223266602e+01 6.305626414452284223e+01
1.380835652351379395e+01 1.735869730687686001e+02
1.387235665321350098e+01 1.107591247826833154e+02
1.393635654449462891e+01 1.263846814500737565e+02
1.400035667419433594e+01 7.906737127118636010e+01
1.406435656547546387e+01 2.053621300426761422e+02
1.412835669517517090e+01 1.105621428866984814e+02
1.419235658645629883e+01 1.104742001836952738e+02
1.425635671615600586e+01 7.895026403781355384e+01
1.432035660743713379e+01 9.493669310244389692e+01
1.438435673713684082e+01 1.582663867416985966e+02
1.444835662841796875e+01 1.582133022646087568e+02
1.451235675811767578e+01 1.422951661891498247e+02
1.457635664939880371e+01 9.474211202491862593e+01
1.464035677909851074e+01 4.739305759248029659e+01
1.470435667037963867e+01 1.741283004967633019e+02
1.476835680007934570e+01 2.218362606139955631e+02
1.483235669136047363e+01 2.531917570864074776e+02
1.489635682106018066e+01 1.266820797250380224e+02
1.496035671234130859e+01 1.265802546181276114e+02
1.502435684204101562e+01 9.498869639911912088e+01
1.508835673332214355e+01 9.487634455152793578e+01
1.515235686302185059e+01 1.738190287080475684e+02
1.521635675430297852e+01 1.423010158270842567e+02
1.528035688400268555e+01 1.267073609194344783e+02
1.534435677528381348e+01 3.164165922664268038e+01
1.540835690498352051e+01 1.895440834057829136e+02
1.547235679626464844e+01 1.741404296075854461e+02
1.553635692596435547e+01 9.489675238734092488e+01
1.560035681724548340e+01 1.103439396331222184e+02
1.566435694694519043e+01 7.910064404073399658e+01
1.572835683822631836e+01 1.105726215832586377e+02
1.579235696792602539e+01 2.056480103182564392e+02
1.585635685920715332e+01 1.424068422716232760e+02
1.592035698890686035e+01 2.056083294017237222e+02
1.598435688018798828e+01 7.862449837870263991e+01
1.604835700988769531e+01 4.717262202992476006e+01
1.611235690116882324e+01 3.145059064329322496e+01
1.617635703086853027e+01 1.572119146336235929e+01
1.624035692214965820e+01 1.102129447300915785e+02
1.630435705184936523e+01 1.572218014897973148e+01
1.636835694313049316e+01 1.100054507080721606e+02
1.643235707283020020e+01 6.290672095646909412e+01
1.649635696411132812e+01 6.289030263218710104e+01
1.656035709381103516e+01 1.102039220624328948e+02
1.662435698509216309e+01 2.054250853305146904e+02
1.668835711479187012e+01 1.582012880814679932e+02
1.675235700607299805e+01 1.900712768368483978e+02
1.681635713577270508e+01 1.425435233701559810e+02
1.688035702705383301e+01 1.896129684370326913e+02
1.694435715675354004e+01 1.263982600333293789e+02
1.700835704803466797e+01 1.577694915551052475e+02
1.707235717773437500e+01 1.105265301694933413e+02
1.713635706901550293e+01 1.575338752615674132e+01
1.720035719871520996e+01 4.727490842953475436e+01
1.726435708999633789e+01 1.262159915047402876e+02
1.732835721969604492e+01 6.303440321763568477e+01
1.739235711097717285e+01 9.434316719971806720e+01
1.745635724067687988e+01 7.870742202180959168e+01
1.752035713195800781e+01 9.443582469762861820e+01
1.758435726165771484e+01 1.417679811101174039e+02
1.764835715293884277e+01 2.210740042326425510e+02
1.771235728263854980e+01 1.262909091866491167e+02
1.777635717391967773e+01 1.420391540454332073e+02
1.784035730361938477e+01 1.896920982170630907e+02
1.790435719490051270e+01 1.578661286154254810e+02
1.796835732460021973e+01 1.582082961332133948e+02
1.803235721588134766e+01 1.105886927763208263e+02
1.809635734558105469e+01 9.472864983638648084e+01
1.816035723686218262e+01 1.103829159077124444e+02
1.822435736656188965e+01 1.421338159928511686e+02
1.828835725784301758e+01 6.316240537322669013e+01
1.835235738754272461e+01 6.302129393577997263e+01
1.841635727882385254e+01 1.264054498763447896e+02
1.848035740852355957e+01 9.465422815833809977e+01
1.854435729980468750e+01 1.261288323756352412e+02
1.860835742950439453e+01 7.877562451136751065e+01
1.867235732078552246e+01 1.103150731822252197e+02
1.873635745048522949e+01 4.720944164995842840e+01
1.880035734176635742e+01 7.877388698196770633e+01
1.886435747146606445e+01 7.875949325787178168e+01
1.892835736274719238e+01 1.101217450331454160e+02
1.899235749244689941e+01 7.877463162803915964e+01
1.905635738372802734e+01 6.304155603398820773e+01
1.912035751342773438e+01 6.295761282869164432e+01
1.918435740470886230e+01 7.862944413918522457e+01
1.924835753440856934e+01 4.716965520816954438e+01
1.931235742568969727e+01 7.874436070496344087e+01
1.937635755538940430e+01 7.873295311701376420e+01
1.944035744667053223e+01 1.576252545087966617e+01
1.950435757637023926e+01 3.151064696788998631e+01
1.956835746765136719e+01 1.261165045068562733e+02
1.963235759735107422e+01 1.576510982950686923e+02
1.969635748863220215e+01 9.447121318310625782e+01
1.976035761833190918e+01 9.461243597853002996e+01
1.982435750961303711e+01 6.305646294977203326e+01
1.988835763931274414e+01 1.103039479816822279e+02
1.995235753059387207e+01 1.101030382934209086e+02
2.001635766029357910e+01 9.450930772799439694e+01
2.008035755157470703e+01 4.719607304841830597e+01
2.014435768127441406e+01 7.861930599976504652e+01
2.020835757255554199e+01 1.575328825909483932e+01
2.027235770225524902e+01 1.103112486414213862e+02
2.033635759353637695e+01 9.447061819951213124e+01
2.040035772323608398e+01 2.208326921303554400e+02
2.046435761451721191e+01 7.883400036891833906e+01
2.052835774421691895e+01 3.152534905322941583e+01
2.059235763549804688e+01 7.871708718745206568e+01
2.065635776519775391e+01 4.717380886312754029e+01
2.072035765647888184e+01 1.419696959431146297e+02
2.078435778617858887e+01 3.150885981168579519e+01
2.084835767745971680e+01 6.293562219392118351e+01
2.091235780715942383e+01 1.576148199968278050e+02
2.097635769844055176e+01 1.262048411563288255e+02
2.104035782814025879e+01 4.723560659155312891e+01
2.110435771942138672e+01 0.000000000000000000e+00
2.116835784912109375e+01 1.259092804465858535e+02
2.123235774040222168e+01 4.728638378811429277e+01
2.129635787010192871e+01 4.729473300319249063e+01
2.136035776138305664e+01 7.870469637855826761e+01
2.142435789108276367e+01 7.873890448963040001e+01
2.148835778236389160e+01 4.724676523963103847e+01
2.155235791206359863e+01 6.305348100265550926e+01
2.161635780334472656e+01 7.868141221512033212e+01
2.168035793304443359e+01 4.722742693230379984e+01
2.174435782432556152e+01 6.300064794754725028e+01
2.180835795402526855e+01 3.147989645886905663e+01
2.187235784530639648e+01 1.571397782370504714e+01
2.193635797500610352e+01 1.418126577638663832e+02
2.200035786628723145e+01 1.257999886828047096e+02
2.206435799598693848e+01 6.309206929620554405e+01
2.212835788726806641e+01 4.724215235927503187e+01
2.219235801696777344e+01 3.149635539217824132e+01
2.225635790824890137e+01 3.146939553375097631e+01
2.232035803794860840e+01 6.291344901039730075e+01
2.238435792922973633e+01 0.000000000000000000e+00
2.244835805892944336e+01 4.711217262175578213e+01
2.251235795021057129e+01 3.142953607311525133e+01
2.257635807991027832e+01 4.719191547198380476e+01
2.264035797119140625e+01 4.717351214922813796e+01
2.270435810089111328e+01 6.289465364236877321e+01
2.276835799217224121e+01 4.715260322255885939e+01
2.283235812187194824e+01 6.295206419233378625e+01
2.289635801315307617e+01 1.100891855462073323e+02
2.296035814285278320e+01 1.101567506335540259e+02
2.302435803413391113e+01 3.146573176578380426e+01
2.308835816383361816e+01 6.285729412819657114e+01
2.315235805511474609e+01 6.288773186366940848e+01
2.321635818481445312e+01 3.147306015501207810e+01
2.328035807609558105e+01 4.721731781463460464e+01
2.334435820579528809e+01 4.716194321782102605e+01
2.340835809707641602e+01 4.724215235927503187e+01
2.347235822677612305e+01 7.875105800281809820e+01
2.353635811805725098e+01 4.721746644677590155e+01
2.360035824775695801e+01 3.148624003375635994e+01
2.366435813903808594e+01 4.717796324967320487e+01
2.372835826873779297e+01 0.000000000000000000e+00
2.379235816001892090e+01 7.859730781353930240e+01
2.385635828971862793e+01 4.715912600419213874e+01
2.392035818099975586e+01 6.285472605749453834e+01
2.398435831069946289e+01 4.723129332722498930e+01
2.404835820198059082e+01 7.856840757186817825e+01
2.411235833168029785e+01 9.438175238464997108e+01
2.417635822296142578e+01 6.292730541877019590e+01
2.424035835266113281e+01 4.724378908468181493e+01
2.430435824394226074e+01 9.451258291154799451e+01
2.436835837364196777e+01 4.729547861220356708e+01
2.443235826492309570e+01 9.452836652368678472e+01
2.449635839462280273e+01 6.294691276281293568e+01
2.456035828590393066e+01 9.448728057355332055e+01
2.462435841560363770e+01 7.859681361370309105e+01
2.468835830688476562e+01 7.875825266585781037e+01
2.475235843658447266e+01 7.865789434112755885e+01
2.481635832786560059e+01 4.731696224461157385e+01
2.488035845756530762e+01 9.441650604629926136e+01
